tau_drug,tau_kraken,accuracy,macro_f1,min_class_f1,f1_none,f1_kraken,f1_triton,f1_coral,precision_none,precision_kraken,recall_none,recall_kraken
0.07,0.07,0.21839080459770116,0.09018987341772151,0.0,0.0,0.36075949367088606,0.0,0.0,0.0,0.22093023255813954,0.0,0.9827586206896551
0.07,0.09,0.21455938697318008,0.08945686900958466,0.0,0.0,0.35782747603833864,0.0,0.0,0.0,0.2196078431372549,0.0,0.9655172413793104
0.07,0.11,0.21839080459770116,0.099386816555953,0.0,0.0,0.36245954692556637,0.03508771929824561,0.0,0.0,0.22310756972111553,0.0,0.9655172413793104
0.07,0.13,0.21455938697318008,0.11333646984553176,0.0,0.0,0.34983498349834985,0.06779661016949153,0.03571428571428571,0.0,0.2163265306122449,0.0,0.9137931034482759
0.07,0.15,0.21839080459770116,0.12169542709232097,0.0,0.0,0.35333333333333333,0.09836065573770492,0.03508771929824561,0.0,0.2190082644628099,0.0,0.9137931034482759
0.07,0.17,0.22988505747126436,0.14557189113503105,0.0,0.0,0.36177474402730375,0.15384615384615385,0.06666666666666667,0.0,0.225531914893617,0.0,0.9137931034482759
0.07,0.19,0.23371647509578544,0.15297214315833862,0.0,0.0,0.3680555555555556,0.14705882352941177,0.0967741935483871,0.0,0.23043478260869565,0.0,0.9137931034482759
0.07,0.21,0.24904214559386972,0.18605895254908256,0.0,0.0,0.3727598566308244,0.2222222222222222,0.14925373134328357,0.0,0.23529411764705882,0.0,0.896551724137931
0.07,0.23,0.26053639846743293,0.20923896499238964,0.0,0.0,0.37777777777777777,0.24,0.2191780821917808,0.0,0.24056603773584906,0.0,0.8793103448275862
0.07,0.25,0.26053639846743293,0.2173780487804878,0.0,0.0,0.375,0.275,0.21951219512195122,0.0,0.24242424242424243,0.0,0.8275862068965517
0.07,0.27,0.26436781609195403,0.22502665910380035,0.0,0.0,0.376,0.2682926829268293,0.2558139534883721,0.0,0.24479166666666666,0.0,0.8103448275862069
0.07,0.29,0.2720306513409962,0.23400988810824877,0.0,0.0,0.38524590163934425,0.2619047619047619,0.28888888888888886,0.0,0.25268817204301075,0.0,0.8103448275862069
0.07,0.31,0.2796934865900383,0.24798634951565263,0.0,0.0,0.3829787234042553,0.27906976744186046,0.32989690721649484,0.0,0.2542372881355932,0.0,0.7758620689655172
0.07,0.33,0.28735632183908044,0.2633172114253502,0.0,0.0,0.37554585152838427,0.34782608695652173,0.32989690721649484,0.0,0.25146198830409355,0.0,0.7413793103448276
0.07,0.35,0.2950191570881226,0.27153840816109265,0.0,0.0,0.38392857142857145,0.3655913978494624,0.33663366336633666,0.0,0.25903614457831325,0.0,0.7413793103448276
0.07,0.37,0.30268199233716475,0.2820896431270189,0.0,0.0,0.3835616438356164,0.40816326530612246,0.33663366336633666,0.0,0.2608695652173913,0.0,0.7241379310344828
0.07,0.39,0.3065134099616858,0.28561096400902225,0.0,0.0,0.3888888888888889,0.40404040404040403,0.34951456310679613,0.0,0.26582278481012656,0.0,0.7241379310344828
0.07,0.41,0.2988505747126437,0.2799964054636952,0.0,0.0,0.37383177570093457,0.4,0.34615384615384615,0.0,0.2564102564102564,0.0,0.6896551724137931
0.07,0.43,0.3065134099616858,0.2876171389068731,0.0,0.0,0.3827751196172249,0.4158415841584158,0.35185185185185186,0.0,0.26490066225165565,0.0,0.6896551724137931
0.07,0.45,0.31417624521072796,0.29526618302370133,0.0,0.0,0.3902439024390244,0.42718446601941745,0.36363636363636365,0.0,0.272108843537415,0.0,0.6896551724137931
0.07,0.47,0.31800766283524906,0.2985914579059541,0.0,0.0,0.39593908629441626,0.4444444444444444,0.35398230088495575,0.0,0.2805755395683453,0.0,0.6724137931034483
0.07,0.49,0.31417624521072796,0.29320555134072035,0.0,0.0,0.40425531914893614,0.43243243243243246,0.33613445378151263,0.0,0.2923076923076923,0.0,0.6551724137931034
0.07,0.51,0.3218390804597701,0.3019429397668425,0.0,0.0,0.40437158469945356,0.43243243243243246,0.3709677419354839,0.0,0.296,0.0,0.6379310344827587
0.07,0.53,0.31417624521072796,0.2956040669856459,0.0,0.0,0.38636363636363635,0.42105263157894735,0.375,0.0,0.288135593220339,0.0,0.5862068965517241
0.07,0.55,0.31417624521072796,0.29406206982855715,0.0,0.0,0.4,0.4098360655737705,0.366412213740458,0.0,0.308411214953271,0.0,0.5689655172413793
0.07,0.57,0.2988505747126437,0.2806268816695827,0.0,0.0,0.36477987421383645,0.3968253968253968,0.3609022556390977,0.0,0.2871287128712871,0.0,0.5
0.07,0.59,0.2950191570881226,0.2767857142857143,0.0,0.0,0.35526315789473684,0.39097744360902253,0.3609022556390977,0.0,0.2872340425531915,0.0,0.46551724137931033
0.07,0.61,0.28735632183908044,0.2692873073803731,0.0,0.0,0.3472222222222222,0.3795620437956204,0.35036496350364965,0.0,0.29069767441860467,0.0,0.43103448275862066
0.07,0.63,0.29118773946360155,0.27280950447782387,0.0,0.0,0.3546099290780142,0.391304347826087,0.34532374100719426,0.0,0.30120481927710846,0.0,0.43103448275862066
0.07,0.65,0.29118773946360155,0.2727313061669074,0.0,0.0,0.34782608695652173,0.38848920863309355,0.3546099290780142,0.0,0.3,0.0,0.41379310344827586
0.07,0.67,0.29118773946360155,0.27248862404237545,0.0,0.0,0.3458646616541353,0.3829787234042553,0.3611111111111111,0.0,0.30666666666666664,0.0,0.39655172413793105
0.07,0.69,0.28735632183908044,0.26867157031139494,0.0,0.0,0.34146341463414637,0.38028169014084506,0.35294117647058826,0.0,0.3230769230769231,0.0,0.3620689655172414
0.07,0.71,0.2835249042145594,0.2652111115148432,0.0,0.0,0.3448275862068966,0.3698630136986301,0.34615384615384615,0.0,0.3448275862068966,0.0,0.3448275862068966
0.07,0.73,0.26436781609195403,0.24389940296710066,0.0,0.0,0.2777777777777778,0.3624161073825503,0.33540372670807456,0.0,0.3,0.0,0.25862068965517243
0.07,0.75,0.25287356321839083,0.2299734738651315,0.0,0.0,0.23300970873786409,0.3576158940397351,0.32926829268292684,0.0,0.26666666666666666,0.0,0.20689655172413793
0.07,0.77,0.2413793103448276,0.2148956356736243,0.0,0.0,0.1935483870967742,0.34838709677419355,0.3176470588235294,0.0,0.2571428571428571,0.0,0.15517241379310345
0.07,0.79,0.2260536398467433,0.1912149430324277,0.0,0.0,0.125,0.3312883435582822,0.30857142857142855,0.0,0.22727272727272727,0.0,0.08620689655172414
0.07,0.81,0.2260536398467433,0.19114455438153055,0.0,0.0,0.1282051282051282,0.3312883435582822,0.3050847457627119,0.0,0.25,0.0,0.08620689655172414
0.07,0.83,0.2222222222222222,0.18434410019775874,0.0,0.0,0.10810810810810811,0.32926829268292684,0.3,0.0,0.25,0.0,0.06896551724137931
0.07,0.85,0.21839080459770116,0.1765917905623788,0.0,0.0,0.08823529411764706,0.32142857142857145,0.2967032967032967,0.0,0.3,0.0,0.05172413793103448
0.07,0.87,0.21839080459770116,0.1713475063938619,0.0,0.0,0.0625,0.32941176470588235,0.29347826086956524,0.0,0.3333333333333333,0.0,0.034482758620689655
0.07,0.89,0.21839080459770116,0.17097335026027727,0.0,0.0,0.06451612903225806,0.32748538011695905,0.2918918918918919,0.0,0.5,0.0,0.034482758620689655
0.07,0.91,0.21455938697318008,0.1625650431216577,0.0,0.0,0.03278688524590164,0.32558139534883723,0.2918918918918919,0.0,0.3333333333333333,0.0,0.017241379310344827
0.07,0.93,0.21455938697318008,0.1622311617976358,0.0,0.0,0.03333333333333333,0.3236994219653179,0.2918918918918919,0.0,0.5,0.0,0.017241379310344827
0.07,0.95,0.210727969348659,0.15311736886031344,0.0,0.0,0.0,0.3236994219653179,0.2887700534759358,0.0,0.0,0.0,0.0
0.09,0.05,0.21839080459770116,0.08990536277602523,0.0,0.0,0.35962145110410093,0.0,0.0,0.0,0.22007722007722008,0.0,0.9827586206896551
0.09,0.07,0.21839080459770116,0.09018987341772151,0.0,0.0,0.36075949367088606,0.0,0.0,0.0,0.22093023255813954,0.0,0.9827586206896551
0.09,0.09,0.21455938697318008,0.08945686900958466,0.0,0.0,0.35782747603833864,0.0,0.0,0.0,0.2196078431372549,0.0,0.9655172413793104
0.09,0.11,0.21839080459770116,0.099386816555953,0.0,0.0,0.36245954692556637,0.03508771929824561,0.0,0.0,0.22310756972111553,0.0,0.9655172413793104
0.09,0.13,0.21455938697318008,0.11333646984553176,0.0,0.0,0.34983498349834985,0.06779661016949153,0.03571428571428571,0.0,0.2163265306122449,0.0,0.9137931034482759
0.09,0.15,0.21839080459770116,0.12169542709232097,0.0,0.0,0.35333333333333333,0.09836065573770492,0.03508771929824561,0.0,0.2190082644628099,0.0,0.9137931034482759
0.09,0.17,0.22988505747126436,0.14557189113503105,0.0,0.0,0.36177474402730375,0.15384615384615385,0.06666666666666667,0.0,0.225531914893617,0.0,0.9137931034482759
0.09,0.19,0.23371647509578544,0.15297214315833862,0.0,0.0,0.3680555555555556,0.14705882352941177,0.0967741935483871,0.0,0.23043478260869565,0.0,0.9137931034482759
0.09,0.21,0.24904214559386972,0.18605895254908256,0.0,0.0,0.3727598566308244,0.2222222222222222,0.14925373134328357,0.0,0.23529411764705882,0.0,0.896551724137931
0.09,0.23,0.26053639846743293,0.20923896499238964,0.0,0.0,0.37777777777777777,0.24,0.2191780821917808,0.0,0.24056603773584906,0.0,0.8793103448275862
0.09,0.25,0.26053639846743293,0.2173780487804878,0.0,0.0,0.375,0.275,0.21951219512195122,0.0,0.24242424242424243,0.0,0.8275862068965517
0.09,0.27,0.26436781609195403,0.22502665910380035,0.0,0.0,0.376,0.2682926829268293,0.2558139534883721,0.0,0.24479166666666666,0.0,0.8103448275862069
0.09,0.29,0.2720306513409962,0.23400988810824877,0.0,0.0,0.38524590163934425,0.2619047619047619,0.28888888888888886,0.0,0.25268817204301075,0.0,0.8103448275862069
0.09,0.31,0.2796934865900383,0.24798634951565263,0.0,0.0,0.3829787234042553,0.27906976744186046,0.32989690721649484,0.0,0.2542372881355932,0.0,0.7758620689655172
0.09,0.33,0.28735632183908044,0.2633172114253502,0.0,0.0,0.37554585152838427,0.34782608695652173,0.32989690721649484,0.0,0.25146198830409355,0.0,0.7413793103448276
0.09,0.35,0.2950191570881226,0.27153840816109265,0.0,0.0,0.38392857142857145,0.3655913978494624,0.33663366336633666,0.0,0.25903614457831325,0.0,0.7413793103448276
0.09,0.37,0.30268199233716475,0.2820896431270189,0.0,0.0,0.3835616438356164,0.40816326530612246,0.33663366336633666,0.0,0.2608695652173913,0.0,0.7241379310344828
0.09,0.39,0.3065134099616858,0.28561096400902225,0.0,0.0,0.3888888888888889,0.40404040404040403,0.34951456310679613,0.0,0.26582278481012656,0.0,0.7241379310344828
0.09,0.41,0.2988505747126437,0.2799964054636952,0.0,0.0,0.37383177570093457,0.4,0.34615384615384615,0.0,0.2564102564102564,0.0,0.6896551724137931
0.09,0.43,0.3065134099616858,0.2876171389068731,0.0,0.0,0.3827751196172249,0.4158415841584158,0.35185185185185186,0.0,0.26490066225165565,0.0,0.6896551724137931
0.09,0.45,0.31417624521072796,0.29526618302370133,0.0,0.0,0.3902439024390244,0.42718446601941745,0.36363636363636365,0.0,0.272108843537415,0.0,0.6896551724137931
0.09,0.47,0.31800766283524906,0.2985914579059541,0.0,0.0,0.39593908629441626,0.4444444444444444,0.35398230088495575,0.0,0.2805755395683453,0.0,0.6724137931034483
0.09,0.49,0.31417624521072796,0.29320555134072035,0.0,0.0,0.40425531914893614,0.43243243243243246,0.33613445378151263,0.0,0.2923076923076923,0.0,0.6551724137931034
0.09,0.51,0.3218390804597701,0.3019429397668425,0.0,0.0,0.40437158469945356,0.43243243243243246,0.3709677419354839,0.0,0.296,0.0,0.6379310344827587
0.09,0.53,0.31417624521072796,0.2956040669856459,0.0,0.0,0.38636363636363635,0.42105263157894735,0.375,0.0,0.288135593220339,0.0,0.5862068965517241
0.09,0.55,0.31417624521072796,0.29406206982855715,0.0,0.0,0.4,0.4098360655737705,0.366412213740458,0.0,0.308411214953271,0.0,0.5689655172413793
0.09,0.57,0.2988505747126437,0.2806268816695827,0.0,0.0,0.36477987421383645,0.3968253968253968,0.3609022556390977,0.0,0.2871287128712871,0.0,0.5
0.09,0.59,0.2950191570881226,0.2767857142857143,0.0,0.0,0.35526315789473684,0.39097744360902253,0.3609022556390977,0.0,0.2872340425531915,0.0,0.46551724137931033
0.09,0.61,0.28735632183908044,0.2692873073803731,0.0,0.0,0.3472222222222222,0.3795620437956204,0.35036496350364965,0.0,0.29069767441860467,0.0,0.43103448275862066
0.09,0.63,0.29118773946360155,0.27280950447782387,0.0,0.0,0.3546099290780142,0.391304347826087,0.34532374100719426,0.0,0.30120481927710846,0.0,0.43103448275862066
0.09,0.65,0.29118773946360155,0.2727313061669074,0.0,0.0,0.34782608695652173,0.38848920863309355,0.3546099290780142,0.0,0.3,0.0,0.41379310344827586
0.09,0.67,0.29118773946360155,0.27248862404237545,0.0,0.0,0.3458646616541353,0.3829787234042553,0.3611111111111111,0.0,0.30666666666666664,0.0,0.39655172413793105
0.09,0.69,0.28735632183908044,0.26867157031139494,0.0,0.0,0.34146341463414637,0.38028169014084506,0.35294117647058826,0.0,0.3230769230769231,0.0,0.3620689655172414
0.09,0.71,0.2835249042145594,0.2652111115148432,0.0,0.0,0.3448275862068966,0.3698630136986301,0.34615384615384615,0.0,0.3448275862068966,0.0,0.3448275862068966
0.09,0.73,0.26436781609195403,0.24389940296710066,0.0,0.0,0.2777777777777778,0.3624161073825503,0.33540372670807456,0.0,0.3,0.0,0.25862068965517243
0.09,0.75,0.25287356321839083,0.2299734738651315,0.0,0.0,0.23300970873786409,0.3576158940397351,0.32926829268292684,0.0,0.26666666666666666,0.0,0.20689655172413793
0.09,0.77,0.2413793103448276,0.2148956356736243,0.0,0.0,0.1935483870967742,0.34838709677419355,0.3176470588235294,0.0,0.2571428571428571,0.0,0.15517241379310345
0.09,0.79,0.2260536398467433,0.1912149430324277,0.0,0.0,0.125,0.3312883435582822,0.30857142857142855,0.0,0.22727272727272727,0.0,0.08620689655172414
0.09,0.81,0.2260536398467433,0.19114455438153055,0.0,0.0,0.1282051282051282,0.3312883435582822,0.3050847457627119,0.0,0.25,0.0,0.08620689655172414
0.09,0.83,0.2222222222222222,0.18434410019775874,0.0,0.0,0.10810810810810811,0.32926829268292684,0.3,0.0,0.25,0.0,0.06896551724137931
0.09,0.85,0.21839080459770116,0.1765917905623788,0.0,0.0,0.08823529411764706,0.32142857142857145,0.2967032967032967,0.0,0.3,0.0,0.05172413793103448
0.09,0.87,0.21839080459770116,0.1713475063938619,0.0,0.0,0.0625,0.32941176470588235,0.29347826086956524,0.0,0.3333333333333333,0.0,0.034482758620689655
0.09,0.89,0.21839080459770116,0.17097335026027727,0.0,0.0,0.06451612903225806,0.32748538011695905,0.2918918918918919,0.0,0.5,0.0,0.034482758620689655
0.09,0.91,0.21455938697318008,0.1625650431216577,0.0,0.0,0.03278688524590164,0.32558139534883723,0.2918918918918919,0.0,0.3333333333333333,0.0,0.017241379310344827
0.09,0.93,0.21455938697318008,0.1622311617976358,0.0,0.0,0.03333333333333333,0.3236994219653179,0.2918918918918919,0.0,0.5,0.0,0.017241379310344827
0.09,0.95,0.210727969348659,0.15311736886031344,0.0,0.0,0.0,0.3236994219653179,0.2887700534759358,0.0,0.0,0.0,0.0
0.11,0.05,0.21839080459770116,0.08990536277602523,0.0,0.0,0.35962145110410093,0.0,0.0,0.0,0.22007722007722008,0.0,0.9827586206896551
0.11,0.07,0.21839080459770116,0.09018987341772151,0.0,0.0,0.36075949367088606,0.0,0.0,0.0,0.22093023255813954,0.0,0.9827586206896551
0.11,0.09,0.21455938697318008,0.08945686900958466,0.0,0.0,0.35782747603833864,0.0,0.0,0.0,0.2196078431372549,0.0,0.9655172413793104
0.11,0.11,0.21839080459770116,0.099386816555953,0.0,0.0,0.36245954692556637,0.03508771929824561,0.0,0.0,0.22310756972111553,0.0,0.9655172413793104
0.11,0.13,0.21455938697318008,0.11333646984553176,0.0,0.0,0.34983498349834985,0.06779661016949153,0.03571428571428571,0.0,0.2163265306122449,0.0,0.9137931034482759
0.11,0.15,0.21839080459770116,0.12169542709232097,0.0,0.0,0.35333333333333333,0.09836065573770492,0.03508771929824561,0.0,0.2190082644628099,0.0,0.9137931034482759
0.11,0.17,0.22988505747126436,0.14557189113503105,0.0,0.0,0.36177474402730375,0.15384615384615385,0.06666666666666667,0.0,0.225531914893617,0.0,0.9137931034482759
0.11,0.19,0.23371647509578544,0.15297214315833862,0.0,0.0,0.3680555555555556,0.14705882352941177,0.0967741935483871,0.0,0.23043478260869565,0.0,0.9137931034482759
0.11,0.21,0.24904214559386972,0.18605895254908256,0.0,0.0,0.3727598566308244,0.2222222222222222,0.14925373134328357,0.0,0.23529411764705882,0.0,0.896551724137931
0.11,0.23,0.26053639846743293,0.20923896499238964,0.0,0.0,0.37777777777777777,0.24,0.2191780821917808,0.0,0.24056603773584906,0.0,0.8793103448275862
0.11,0.25,0.26053639846743293,0.2173780487804878,0.0,0.0,0.375,0.275,0.21951219512195122,0.0,0.24242424242424243,0.0,0.8275862068965517
0.11,0.27,0.26436781609195403,0.22502665910380035,0.0,0.0,0.376,0.2682926829268293,0.2558139534883721,0.0,0.24479166666666666,0.0,0.8103448275862069
0.11,0.29,0.2720306513409962,0.23400988810824877,0.0,0.0,0.38524590163934425,0.2619047619047619,0.28888888888888886,0.0,0.25268817204301075,0.0,0.8103448275862069
0.11,0.31,0.2796934865900383,0.24798634951565263,0.0,0.0,0.3829787234042553,0.27906976744186046,0.32989690721649484,0.0,0.2542372881355932,0.0,0.7758620689655172
0.11,0.33,0.28735632183908044,0.2633172114253502,0.0,0.0,0.37554585152838427,0.34782608695652173,0.32989690721649484,0.0,0.25146198830409355,0.0,0.7413793103448276
0.11,0.35,0.2950191570881226,0.27153840816109265,0.0,0.0,0.38392857142857145,0.3655913978494624,0.33663366336633666,0.0,0.25903614457831325,0.0,0.7413793103448276
0.11,0.37,0.30268199233716475,0.2820896431270189,0.0,0.0,0.3835616438356164,0.40816326530612246,0.33663366336633666,0.0,0.2608695652173913,0.0,0.7241379310344828
0.11,0.39,0.3065134099616858,0.28561096400902225,0.0,0.0,0.3888888888888889,0.40404040404040403,0.34951456310679613,0.0,0.26582278481012656,0.0,0.7241379310344828
0.11,0.41,0.2988505747126437,0.2799964054636952,0.0,0.0,0.37383177570093457,0.4,0.34615384615384615,0.0,0.2564102564102564,0.0,0.6896551724137931
0.11,0.43,0.3065134099616858,0.2876171389068731,0.0,0.0,0.3827751196172249,0.4158415841584158,0.35185185185185186,0.0,0.26490066225165565,0.0,0.6896551724137931
0.11,0.45,0.31417624521072796,0.29526618302370133,0.0,0.0,0.3902439024390244,0.42718446601941745,0.36363636363636365,0.0,0.272108843537415,0.0,0.6896551724137931
0.11,0.47,0.31800766283524906,0.2985914579059541,0.0,0.0,0.39593908629441626,0.4444444444444444,0.35398230088495575,0.0,0.2805755395683453,0.0,0.6724137931034483
0.11,0.49,0.31417624521072796,0.29320555134072035,0.0,0.0,0.40425531914893614,0.43243243243243246,0.33613445378151263,0.0,0.2923076923076923,0.0,0.6551724137931034
0.11,0.51,0.3218390804597701,0.3019429397668425,0.0,0.0,0.40437158469945356,0.43243243243243246,0.3709677419354839,0.0,0.296,0.0,0.6379310344827587
0.11,0.53,0.31417624521072796,0.2956040669856459,0.0,0.0,0.38636363636363635,0.42105263157894735,0.375,0.0,0.288135593220339,0.0,0.5862068965517241
0.11,0.55,0.31417624521072796,0.29406206982855715,0.0,0.0,0.4,0.4098360655737705,0.366412213740458,0.0,0.308411214953271,0.0,0.5689655172413793
0.11,0.57,0.2988505747126437,0.2806268816695827,0.0,0.0,0.36477987421383645,0.3968253968253968,0.3609022556390977,0.0,0.2871287128712871,0.0,0.5
