split,model,arch,logloss,accuracy,macro_auc,macro_prauc,prevalence_none,auc_none,prauc_none,brier_none,bss_none,prevalence_kraken,auc_kraken,prauc_kraken,brier_kraken,bss_kraken,prevalence_triton,auc_triton,prauc_triton,brier_triton,bss_triton,prevalence_coral,auc_coral,prauc_coral,brier_coral,bss_coral
cv,hgb,casc_B_K_prev,1.5862332392657212,0.44061302681992337,0.6679108421556691,0.3757580353601264,0.39846743295019155,0.6692797648211661,0.5341540781044907,0.26351832530401076,-0.09940787837056098,0.2222222222222222,0.5813657210803466,0.30326531872929274,0.20019629546805476,-0.15827856663660267,0.19540229885057472,0.7339869281045752,0.35642678928096144,0.14344113005524395,0.08764208958979713,0.1839080459770115,0.6870109546165885,0.30918595532576076,0.14747492351651342,0.01739639428125883
cv,hgb,casc_C_K_TC,1.7306133171647606,0.39846743295019155,0.6391398912870587,0.35034046643696437,0.39846743295019155,0.6692797648211661,0.5341540781044907,0.26351832530401076,-0.09940787837056098,0.2222222222222222,0.5813657210803466,0.30326531872929274,0.20019629546805476,-0.15827856663660267,0.19540229885057472,0.7023342670401495,0.3081283029487862,0.183637947065286,-0.16802993389676435,0.1839080459770115,0.6035798122065728,0.25581416596528794,0.17994852357553406,-0.19897040047818426
temporal,logreg,direct,2.163460184169885,0.35135135135135137,0.6002958415333277,0.3576469769447196,0.3918918918918919,0.6421455938697318,0.5903697231605658,0.26398214854166735,-0.10771359801852132,0.32432432432432434,0.54,0.3966604078874773,0.2805487830963067,-0.28023761352947973,0.16216216216216217,0.6532258064516129,0.3024465792461317,0.23375379067440932,-0.7204781689960555,0.12162162162162163,0.5658119658119658,0.14111119748470352,0.14715340612187844,-0.3774564990143696
temporal,logreg,casc_A_tier12,1.9490020590020607,0.43243243243243246,0.6087356737780819,0.3745018194293483,0.3918918918918919,0.6781609195402297,0.5548850698187647,0.24434618108504802,-0.02531776829250809,0.32432432432432434,0.5758333333333334,0.4943797684097819,0.2373074086092793,-0.08291280795367784,0.16216216216216217,0.6612903225806451,0.3192794007883535,0.19256618274509463,-0.4173285170862071,0.12162162162162163,0.5196581196581196,0.12946303870049314,0.13404222980098215,-0.2547269237438945
temporal,logreg,casc_B_K_prev,1.580090229785312,0.4864864864864865,0.6602917118260555,0.3913178266621118,0.3918918918918919,0.6781609195402297,0.5548850698187647,0.24434618108504802,-0.02531776829250809,0.32432432432432434,0.5591666666666667,0.5040860668003,0.2342132077095597,-0.06879293784795748,0.16216216216216217,0.7405913978494624,0.30620052845416784,0.1230237968441167,0.0945183984967971,0.12162162162162163,0.6632478632478632,0.20009964157521487,0.11298283203569476,-0.057596561072588814
temporal,logreg,casc_C_K_TC,1.771503556927184,0.47297297297297297,0.6076190484679083,0.36809687460317264,0.3918918918918919,0.6781609195402297,0.5548850698187647,0.24434618108504802,-0.02531776829250809,0.32432432432432434,0.5591666666666667,0.5040860668003,0.2342132077095597,-0.06879293784795748,0.16216216216216217,0.6478494623655915,0.27571609717477175,0.1681189660626885,-0.23739174483774494,0.12162162162162163,0.5452991452991452,0.1377002646188542,0.12749587730179596,-0.19344858821305055
temporal,rforest,direct,1.2185307475550289,0.43243243243243246,0.6893964804198397,0.4174534313529652,0.3918918918918919,0.7065134099616858,0.6356242829723692,0.20878596452669748,0.12389889521211073,0.32432432432432434,0.62,0.41808384649513847,0.21963635887718005,-0.0022739176761983337,0.16216216216216217,0.7473118279569892,0.33238004013866085,0.12890852246957757,0.05120555236101243,0.12162162162162163,0.6837606837606837,0.2837255558056922,0.11075424548208933,-0.036735467110976305
temporal,rforest,casc_A_tier12,1.2093939075786075,0.44594594594594594,0.7082433948451747,0.4478110702257873,0.3918918918918919,0.7164750957854407,0.644436674011861,0.21266437838863572,0.10762441681519597,0.32432432432432434,0.645,0.4968631851538418,0.22793035627442315,-0.040122192465617657,0.16216216216216217,0.7620967741935485,0.3419193084491752,0.12416337905641936,0.08613082834280594,0.12162162162162163,0.7094017094017093,0.3080251132882712,0.10405318778005512,0.02599101489986011
temporal,rforest,casc_B_K_prev,1.170679665494739,0.44594594594594594,0.7192381908198093,0.453676578309696,0.3918918918918919,0.7164750957854407,0.644436674011861,0.21266437838863572,0.10762441681519597,0.32432432432432434,0.6491666666666666,0.5101670169615244,0.2193586738682225,-0.0010067484186553344,0.16216216216216217,0.7728494623655914,0.4198944134714575,0.11878354396274572,0.12572757158602754,0.12162162162162163,0.7384615384615385,0.24020820879394095,0.10237972529721634,0.041655767987082704
temporal,rforest,casc_C_K_TC,1.1816707007134348,0.44594594594594594,0.7123678434252684,0.45393026107251844,0.3918918918918919,0.7164750957854407,0.644436674011861,0.2126643783886357,0.10762441681519608,0.32432432432432434,0.6491666666666666,0.5101670169615244,0.21935867386822244,-0.0010067484186551123,0.16216216216216217,0.760752688172043,0.34628178194354664,0.12372100968534837,0.08938676204708651,0.12162162162162163,0.7230769230769231,0.3148355713731417,0.10316193270368428,0.03433377181987174
temporal,hgb,direct,1.7001637669159417,0.43243243243243246,0.6846638477700769,0.41864074770320236,0.3918918918918919,0.696551724137931,0.5950632458609821,0.2565611676336711,-0.0765739110819792,0.32432432432432434,0.73,0.5816426370880369,0.22894256780983022,-0.04474125110552518,0.16216216216216217,0.6881720430107527,0.3103306709120663,0.17015063621457663,-0.2523452740739538,0.12162162162162163,0.6239316239316239,0.1875264369517243,0.155433920546855,-0.4549677759223554
temporal,hgb,casc_A_tier12,1.6226073383207678,0.3783783783783784,0.6894288941654069,0.41791711353828426,0.3918918918918919,0.7034482758620689,0.6258871745310999,0.25138787993477146,-0.05486592377226707,0.32432432432432434,0.6991666666666666,0.5313333269441184,0.22111370974111558,-0.009015562118624088,0.16216216216216217,0.7123655913978495,0.3341866381028786,0.18335505929587254,-0.34953266761316937,0.12162162162162163,0.6427350427350427,0.18026131457504008,0.1485152959184344,-0.39020471871683204
temporal,hgb,casc_B_K_prev,1.3931089118841655,0.43243243243243246,0.7249765230598101,0.4466933235985482,0.3918918918918919,0.7034482758620689,0.6258871745310999,0.25138787993477146,-0.05486592377226707,0.32432432432432434,0.7075,0.5137888479773158,0.21555340096593087,0.016357980258802085,0.16216216216216217,0.760752688172043,0.38432927987652316,0.1291964561509026,0.04908629854523838,0.12162162162162163,0.7282051282051282,0.2627679920092537,0.10928645392110581,-0.022995934482009206
temporal,hgb,casc_C_K_TC,1.5110250905884695,0.40540540540540543,0.6989305484251257,0.43042369387122115,0.3918918918918919,0.7034482758620689,0.6258871745310999,0.25138787993477146,-0.05486592377226707,0.32432432432432434,0.7075,0.5137888479773158,0.21555340096593084,0.016357980258802196,0.16216216216216217,0.7163978494623656,0.3008255364342015,0.16727413877425676,-0.23117363431159932,0.12162162162162163,0.6683760683760683,0.28119321654226737,0.11951705349184975,-0.11876134174593034
