table,column,phase1_mean,phase2_mean,phase1_pct_missing,phase2_pct_missing,delta_pct_missing,cohen_d
triage,note_char_len,91.98084291187739,93.20143884892086,0.0,0.0,0.0,0.06499694061592061
triage,note_has_onset_phrase,0.7662835249042146,0.7841726618705036,0.0,0.0,0.0,0.042574608342999705
triage,note_is_festival_template,0.6934865900383141,0.7266187050359713,0.0,0.0,0.0,0.07251288293805289
triage,note_location_campground,0.13026819923371646,0.12949640287769784,0.0,0.0,0.0,-0.0022891972787637866
triage,note_location_main_stage,0.24521072796934865,0.19424460431654678,0.0,0.0,0.0,-0.12147367093275925
triage,note_location_medical_tent,0.13409961685823754,0.1079136690647482,0.0,0.0,0.0,-0.07903686478450471
triage,note_location_none,0.3065134099616858,0.2733812949640288,0.0,0.0,0.0,-0.07251288293805264
triage,note_location_other,0.1839080459770115,0.2949640287769784,0.0,0.0,0.0,0.2685203887056644
triage,note_onset_bucket_fast,0.13793103448275862,0.1223021582733813,0.0,0.0,0.0,-0.04599400910758979
triage,note_onset_bucket_medium,0.39846743295019155,0.39568345323741005,0.0,0.0,0.0,-0.005674558895530975
triage,note_onset_bucket_slow,0.22988505747126436,0.26618705035971224,0.0,0.0,0.0,0.0845567601182583
triage,note_onset_bucket_unknown,0.23371647509578544,0.2158273381294964,0.0,0.0,0.0,-0.04257460834299977
triage,note_onset_minutes,134.47,140.651376146789,0.23371647509578544,0.2158273381294964,-0.01788913696628905,0.08559728156863293
triage,note_perceptual_density,0.017510761632766676,0.017694822470197213,0.0,0.0,0.0,0.00462063495155659
triage,note_word_count,13.28352490421456,13.568345323741006,0.0,0.0,0.0,0.10837168323596262
triage,triage_ag_above_20,0.034482758620689655,0.014388489208633094,0.0,0.0,0.0,-0.12277707031016427
triage,triage_ag_below_12,0.578544061302682,0.5323741007194245,0.0,0.0,0.0,-0.09292822902449642
triage,triage_age,36.88505747126437,36.410071942446045,0.0,0.0,0.0,-0.03226052515057638
triage,triage_chief_agitation,0.10727969348659004,0.1079136690647482,0.0,0.0,0.0,0.002041624790653894
triage,triage_chief_palpitations,0.11494252873563218,0.050359712230215826,0.0,0.0,0.0,-0.22361177421772727
triage,triage_esi,3.5440613026819925,3.41726618705036,0.0,0.0,0.0,-0.1010576082379894
triage,triage_gcs,12.78544061302682,12.29496402877698,0.0,0.0,0.0,-0.2914867585635361
triage,triage_glucose_above_140,0.15708812260536398,0.11510791366906475,0.0,0.0,0.0,-0.11998941062328788
triage,triage_heart_rate,102.79578544061303,105.45611510791367,0.0,0.0,0.0,0.11352029830968892
triage,triage_hr_above_120,0.21839080459770116,0.2805755395683453,0.0,0.0,0.0,0.14558923509351157
triage,triage_lab_anion_gap,11.659003831417625,11.929496402877696,0.0,0.0,0.0,0.06983210693634775
triage,triage_lab_glucose,112.30229885057472,114.04748201438849,0.0,0.0,0.0,0.07485074832160614
triage,triage_lab_hemoglobin,13.891187739463602,13.746043165467624,0.0,0.0,0.0,-0.0946679611877907
triage,triage_lab_ph,7.363015325670498,7.357568345323741,0.0,0.0,0.0,-0.10306577481756854
triage,triage_lab_potassium,4.390842911877394,4.4048201438848915,0.0,0.0,0.0,0.029937687016087525
triage,triage_lab_sodium,137.79540229885058,138.0769784172662,0.0,0.0,0.0,0.09271294602573266
triage,triage_mh_cardiac,0.21455938697318008,0.18705035971223022,0.0,0.0,0.0,-0.06800722001770729
triage,triage_mh_psych,0.19540229885057472,0.22302158273381295,0.0,0.0,0.0,0.06828008305802193
triage,triage_mh_pulm,0.20689655172413793,0.15827338129496402,0.0,0.0,0.0,-0.12384919832475556
triage,triage_mh_renal,0.1111111111111111,0.1223021582733813,0.0,0.0,0.0,0.03499631426004613
triage,triage_mh_substance_use,0.24904214559386972,0.19424460431654678,0.0,0.0,0.0,-0.13013669164327438
triage,triage_pain_scale,5.199233716475096,5.294964028776978,0.0,0.0,0.0,0.035218998268749434
triage,triage_ph_above_735,0.6168582375478927,0.5539568345323741,0.0,0.0,0.0,-0.12805478441956933
triage,triage_respiratory_rate,23.08390804597701,23.102158273381296,0.0,0.0,0.0,0.0025394338336836957
triage,triage_snapshot.diastolic_bp,73.4176245210728,72.68489208633095,0.0,0.0,0.0,-0.086291068994435
triage,triage_snapshot.oxygen_saturation,95.45134099616858,95.25179856115108,0.0,0.0,0.0,-0.08767095537095254
triage,triage_snapshot.systolic_bp,120.39885057471264,116.8776978417266,0.0,0.0,0.0,-0.22649787002825575
triage,triage_supplemental_oxygen,0.23754789272030652,0.3669064748201439,0.0,0.0,0.0,0.2893276503494815
triage,triage_sympathomimetic_combo,0.27586206896551724,0.30935251798561153,0.0,0.0,0.0,0.07385687236157208
triage,triage_temp_above_38,0.24904214559386972,0.2733812949640288,0.0,0.0,0.0,0.05554343050575576
triage,triage_temperature_c,37.56379310344828,37.59345323741007,0.0,0.0,0.0,0.04603238821237957
fourh,abs_diff_dbp,8.235249042145595,9.320863309352518,0.0,0.0,0.0,0.1620471042258801
fourh,abs_diff_gcs,1.1762452107279693,1.3741007194244603,0.0,0.0,0.0,0.20676497420463352
fourh,abs_diff_hr,15.549808429118771,14.741726618705032,0.0,0.0,0.0,-0.06404964615220986
fourh,abs_diff_rr,6.110727969348659,5.9287769784172655,0.0,0.0,0.0,-0.04138883899122635
fourh,abs_diff_sbp,15.070498084291186,16.641007194244605,0.0,0.0,0.0,0.13569837412458557
fourh,abs_diff_spo2,1.377394636015326,1.5942446043165481,0.0,0.0,0.0,0.1893987688884736
fourh,abs_diff_supp_o2,0.1532567049808429,0.2805755395683453,0.0,0.0,0.0,0.32277000423663954
fourh,abs_diff_temp,0.5326053639846743,0.5095683453237413,0.0,0.0,0.0,-0.06728651118834356
fourh,additional_labs_drawn_4h,0.5095785440613027,0.539568345323741,0.0,0.0,0.0,0.05990186250273029
fourh,all_peak_labs_normal,0.0421455938697318,0.04316546762589928,0.0,0.0,0.0,0.005043074210702515
fourh,any_vital_crit_at_4h_new,0.06896551724137931,0.06474820143884892,0.0,0.0,0.0,-0.016768154621765084
fourh,arc_steady_state_last60,0.7126436781609196,0.6762589928057554,0.0,0.0,0.0,-0.07925581359944428
fourh,arc_time_to_gcs_recovery_min,184.06896551724137,176.26618705035972,0.0,0.0,0.0,-0.10548647551101438
fourh,arc_time_to_min_gcs_min,64.65134099616859,69.76978417266187,0.0,0.0,0.0,0.06975853128809456
fourh,arc_trajectory_class,0.05747126436781609,0.07913669064748201,0.0,0.0,0.0,0.08129533620755645
fourh,arrival_day_of_festival,2.3563218390804597,360.50359712230215,0.0,0.0,0.0,256.39031899391875
fourh,arrival_dow,2.4559386973180075,2.5035971223021583,0.0,0.0,0.0,0.02844193294496811
fourh,cand_acidosis,0.3831417624521073,0.4460431654676259,0.0,0.0,0.0,0.12805478441956933
fourh,cand_cns_depression_score,0.8045977011494253,0.8633093525179856,0.0,0.0,0.0,0.08601361753114861
fourh,cand_high_anion_gap,0.421455938697318,0.4676258992805755,0.0,0.0,0.0,0.09292822902449642
fourh,cand_hr_temp_product,3873.83714559387,3976.421035971223,0.0,0.0,0.0,0.10872205951130648
fourh,cand_k_extreme,0.13793103448275862,0.09352517985611511,0.0,0.0,0.0,-0.1353833499249344
fourh,cand_log_onset,4.724007576670256,4.7919268143386216,0.23371647509578544,0.2158273381294964,-0.01788913696628905,0.10442974157858459
fourh,cand_map,89.07803320561942,87.41582733812949,0.0,0.0,0.0,-0.2145146136024551
fourh,cand_mod_shock_index,1.168024357787227,1.2197124782242605,0.0,0.0,0.0,0.16757757364342918
fourh,cand_na_extreme,0.1685823754789272,0.17266187050359713,0.0,0.0,0.0,0.010833286997020726
fourh,cand_news_gcs,1.6896551724137931,1.920863309352518,0.0,0.0,0.0,0.23121058692171015
fourh,cand_news_high_risk,0.4942528735632184,0.5611510791366906,0.0,0.0,0.0,0.1338155130692445
fourh,cand_news_hr,1.0881226053639848,1.2517985611510791,0.0,0.0,0.0,0.1533912290387915
fourh,cand_news_rr,1.524904214559387,1.6258992805755397,0.0,0.0,0.0,0.07740050880070708
fourh,cand_news_sbp,0.3793103448275862,0.48201438848920863,0.0,0.0,0.0,0.13564871697088482
fourh,cand_news_spo2,0.578544061302682,0.60431654676259,0.0,0.0,0.0,0.02974071498899747
fourh,cand_news_temp,0.44061302681992337,0.48201438848920863,0.0,0.0,0.0,0.048249937579081845
fourh,cand_news_total,5.7011494252873565,6.366906474820144,0.0,0.0,0.0,0.15095913871924066
fourh,cand_onset_x_hr,1.3294721308835777,1.157725284552763,0.23371647509578544,0.2158273381294964,-0.01788913696628905,-0.13114225937417262
fourh,cand_onset_x_news,0.09058956293604384,0.0752152461527522,0.23371647509578544,0.2158273381294964,-0.01788913696628905,-0.1304770083603119
fourh,cand_poc_abn_count,1.160919540229885,1.1942446043165467,0.0,0.0,0.0,0.0308975146145549
fourh,cand_pulse_pressure,46.98122605363985,44.19280575539568,0.0,0.0,0.0,-0.15871937863637098
fourh,cand_rate_pressure_product,12369.261149425289,12256.94223021583,0.0,0.0,0.0,-0.035026008308089496
fourh,cand_shock_index,0.8711401944650446,0.9228546759468523,0.0,0.0,0.0,0.2061340031755809
fourh,cand_shock_index_age,32.23420859577251,33.00699326605888,0.0,0.0,0.0,0.04851755043183169
fourh,cand_sympathetic_score,1.3103448275862069,1.39568345323741,0.0,0.0,0.0,0.066517137792969
fourh,diff_dbp,3.1409961685823755,3.907913669064749,0.0,0.0,0.0,0.0738326885407154
fourh,diff_gcs,0.7931034482758621,1.0287769784172662,0.0,0.0,0.0,0.1807383240300337
fourh,diff_hr,-9.814942528735632,-12.173381294964027,0.0,0.0,0.0,-0.14126943408171713
fourh,diff_rr,-5.444827586206896,-5.158992805755395,0.0,0.0,0.0,0.054652802270107215
fourh,diff_sbp,5.167816091954022,7.053956834532372,0.0,0.0,0.0,0.10158910435670285
fourh,diff_spo2,0.5436781609195401,0.9165467625899287,0.0,0.0,0.0,0.2168917831027285
fourh,diff_supp_o2,-0.11494252873563218,-0.23741007194244604,0.0,0.0,0.0,-0.2969019649815481
fourh,diff_temp,-0.49950191570881247,-0.47791366906474847,0.0,0.0,0.0,0.0556403596632919
fourh,direction_dbp,0.27586206896551724,0.3237410071942446,0.0,0.0,0.0,0.05016379238283358
fourh,direction_gcs,0.4521072796934866,0.5251798561151079,0.0,0.0,0.0,0.09843817623417676
fourh,direction_hr,-0.47126436781609193,-0.6187050359712231,0.0,0.0,0.0,-0.17337797596921198
fourh,direction_rr,-0.7203065134099617,-0.6330935251798561,0.0,0.0,0.0,0.12096891728243983
fourh,direction_sbp,0.2720306513409962,0.3237410071942446,0.0,0.0,0.0,0.053914903373296866
fourh,direction_spo2,0.2260536398467433,0.38848920863309355,0.0,0.0,0.0,0.17158550644515946
fourh,direction_supp_o2,-0.11494252873563218,-0.23741007194244604,0.0,0.0,0.0,-0.2969019649815481
fourh,direction_temp,-0.7777777777777778,-0.8129496402877698,0.0,0.0,0.0,-0.057629224000609526
fourh,ed_course_reassessment_4h.benzodiazepine_count_0_4h,0.5095785440613027,0.5899280575539568,0.0,0.0,0.0,0.16122491650916518
fourh,ed_course_reassessment_4h.cpk_4h,523.3954887218046,502.1613333333334,0.4904214559386973,0.460431654676259,-0.029989801262438276,-0.07428602320656297
fourh,ed_course_reassessment_4h.cvc_0_4h,0.04597701149425287,0.06474820143884892,0.0,0.0,0.0,0.0840200877011054
fourh,ed_course_reassessment_4h.delta_gcs,0.7931034482758621,1.0287769784172662,0.0,0.0,0.0,0.1807383240300337
fourh,ed_course_reassessment_4h.delta_hr,-9.814942528735632,-12.173381294964027,0.0,0.0,0.0,-0.14126943408171713
fourh,ed_course_reassessment_4h.delta_temp,-0.4995019157088123,-0.47791366906474814,0.0,0.0,0.0,0.05564035966329239
fourh,ed_course_reassessment_4h.diastolic_bp_4h,76.55862068965519,76.59280575539569,0.0,0.0,0.0,0.004748850473011967
fourh,ed_course_reassessment_4h.end_tidal_co2_4h,37.79846743295019,37.6525179856115,0.0,0.0,0.0,-0.03486775664968411
fourh,ed_course_reassessment_4h.gcs_4h,13.578544061302683,13.323741007194245,0.0,0.0,0.0,-0.18635404747334017
fourh,ed_course_reassessment_4h.heart_rate_4h,92.98084291187739,93.28273381294963,0.0,0.0,0.0,0.014808129355030994
fourh,ed_course_reassessment_4h.intubated_0_4h,0.0842911877394636,0.06474820143884892,0.0,0.0,0.0,-0.07295106183024576
fourh,ed_course_reassessment_4h.ivf_count_0_4h,0.578544061302682,0.697841726618705,0.0,0.0,0.0,0.24685995992944051
fourh,ed_course_reassessment_4h.lactate_4h,2.747518796992481,2.5856000000000003,0.4904214559386973,0.460431654676259,-0.029989801262438276,-0.143496856995193
fourh,ed_course_reassessment_4h.oxygen_saturation_4h,95.99501915708811,96.16834532374102,0.0,0.0,0.0,0.09258612849554282
fourh,ed_course_reassessment_4h.positive_pressure_0_4h,0.09578544061302682,0.1510791366906475,0.0,0.0,0.0,0.1734805434831048
fourh,ed_course_reassessment_4h.respiratory_rate_4h,17.639080459770117,17.943165467625896,0.0,0.0,0.0,0.05609384648182261
fourh,ed_course_reassessment_4h.reversal_count_0_4h,0.17624521072796934,0.17266187050359713,0.0,0.0,0.0,-0.009407147757186192
fourh,ed_course_reassessment_4h.supplemental_oxygen_4h,0.12260536398467432,0.12949640287769784,0.0,0.0,0.0,0.020785409552841364
fourh,ed_course_reassessment_4h.systolic_bp_4h,125.56666666666668,123.93165467625899,0.0,0.0,0.0,-0.1492194083765216
fourh,ed_course_reassessment_4h.temperature_c_4h,37.06429118773946,37.115539568345326,0.0,0.0,0.0,0.10106130747260503
fourh,ed_course_reassessment_4h.troponin_4h,0.06230075187969926,0.056106666666666666,0.4904214559386973,0.460431654676259,-0.029989801262438276,-0.1285201202914727
fourh,ed_course_reassessment_4h.vbg_ph_4h,7.354368421052632,7.358493333333333,0.4904214559386973,0.460431654676259,-0.029989801262438276,0.09466176756688827
fourh,festival_note_keyword_hit,0.6934865900383141,0.7266187050359713,0.0,0.0,0.0,0.07251288293805289
fourh,hpi_has_severe_4h,0.1685823754789272,0.19424460431654678,0.0,0.0,0.0,0.06702873035407217
fourh,hpi_word_count_4h,196.73180076628353,200.24460431654677,0.0,0.0,0.0,0.06287816039804622
fourh,is_festival_patient,0.7011494252873564,0.7266187050359713,0.0,0.0,0.0,0.05600866301133006
fourh,itv_antipyretic_count,0.3103448275862069,0.3237410071942446,0.0,0.0,0.0,0.028769538342754333
fourh,itv_any,0.8888888888888888,0.920863309352518,0.0,0.0,0.0,0.10645179739565798
fourh,itv_benzo_count,0.5095785440613027,0.5899280575539568,0.0,0.0,0.0,0.16122491650916518
fourh,itv_density_first_hour,0.4559386973180077,0.460431654676259,0.0,0.0,0.0,0.006809340327604067
fourh,itv_escalation_max_rung,3.4904214559386975,3.5755395683453237,0.0,0.0,0.0,0.046788646280070983
fourh,itv_first_minute,78.4367816091954,74.2589928057554,0.0,0.0,0.0,-0.06975932325033672
fourh,itv_fluid_count,0.578544061302682,0.697841726618705,0.0,0.0,0.0,0.24685995992944051
fourh,itv_intubation_after_benzo,0.038314176245210725,0.014388489208633094,0.0,0.0,0.0,-0.1402168439547041
fourh,itv_intubation_count,0.0842911877394636,0.06474820143884892,0.0,0.0,0.0,-0.07295106183024576
fourh,itv_last_minute,128.90804597701148,136.5251798561151,0.0,0.0,0.0,0.10709056739098853
fourh,itv_n_total,1.8007662835249043,2.064748201438849,0.0,0.0,0.0,0.22788821361165904
fourh,itv_reversal_count,0.17624521072796934,0.17266187050359713,0.0,0.0,0.0,-0.009407147757186192
fourh,itv_time_to_first_antipyretic,31.96551724137931,36.798561151079134,0.0,0.0,0.0,0.0784981694471402
fourh,itv_time_to_first_benzo,58.47892720306513,68.12949640287769,0.0,0.0,0.0,0.1297306339234095
fourh,itv_time_to_first_fluid,68.7816091954023,84.59712230215827,0.0,0.0,0.0,0.20704026549490814
fourh,itv_time_to_first_intubation,10.114942528735632,6.884892086330935,0.0,0.0,0.0,-0.08317714997215434
fourh,itv_time_to_first_reversal,18.195402298850574,16.453237410071942,0.0,0.0,0.0,-0.03669268642608738
fourh,kraken_severity_anchor,0.13409961685823754,0.07194244604316546,0.0,0.0,0.0,-0.1970860979853517
fourh,lts_any_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_bmp_bicarb_delta,0.45700934579439256,0.26324786324786303,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.08122803127881313
fourh,lts_bmp_bicarb_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_bmp_bicarb_first_value,21.77803738317757,21.73931623931624,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.015505221970725895
fourh,lts_bmp_bicarb_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_bmp_bicarb_last_value,22.235046728971962,22.002564102564104,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.09299290629023174
fourh,lts_bmp_bicarb_max_minute,131.21495327102804,126.15384615384616,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.05207307447133349
fourh,lts_bmp_bicarb_max_value,22.80747663551402,22.867521367521366,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.02870338685523625
fourh,lts_bmp_bicarb_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
fourh,lts_bmp_bicarb_pct_change,0.026325997822632063,0.0215648139830801,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.039908871036996356
fourh,lts_bmp_bicarb_was_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_bmp_potassium_delta,-0.07981308411214955,-0.03931623931623931,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.11272473722407833
fourh,lts_bmp_potassium_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_bmp_potassium_first_value,4.193084112149532,4.14940170940171,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.10102134995100591
fourh,lts_bmp_potassium_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_bmp_potassium_last_value,4.113271028037382,4.11008547008547,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.008211043670931825
fourh,lts_bmp_potassium_max_minute,109.90654205607477,113.84615384615384,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.04050084588613211
fourh,lts_bmp_potassium_max_value,4.288504672897196,4.2645299145299145,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.053231349825536844
fourh,lts_bmp_potassium_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
fourh,lts_bmp_potassium_pct_change,-0.01489060801346496,-0.0042654135719130725,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.12409859418340194
fourh,lts_bmp_potassium_was_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_bmp_sodium_delta,-0.12570093457943954,0.36239316239316344,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.16781614096811087
fourh,lts_bmp_sodium_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_bmp_sodium_first_value,139.17242990654202,138.73846153846154,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.16280743897501476
fourh,lts_bmp_sodium_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_bmp_sodium_last_value,139.0467289719626,139.10085470085468,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.020180574739644856
fourh,lts_bmp_sodium_max_minute,112.71028037383178,129.23076923076923,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.16740061532775682
fourh,lts_bmp_sodium_max_value,140.18831775700934,139.96324786324786,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.09043341972488878
fourh,lts_bmp_sodium_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
fourh,lts_bmp_sodium_pct_change,-0.0006792053028778246,0.002812513663883989,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.16661415423925666
fourh,lts_bmp_sodium_was_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_cbc_wbc_delta,-0.4512149532710281,-0.2318803418803419,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.08848877357262869
fourh,lts_cbc_wbc_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_cbc_wbc_first_value,8.38359813084112,8.293333333333333,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.03256103749684933
fourh,lts_cbc_wbc_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_cbc_wbc_last_value,7.932383177570093,8.061452991452992,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.048287131467519916
fourh,lts_cbc_wbc_max_minute,104.29906542056075,118.97435897435898,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.15633330768890502
fourh,lts_cbc_wbc_max_value,9.169392523364486,9.126666666666667,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.014412821679119094
fourh,lts_cbc_wbc_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
fourh,lts_cbc_wbc_pct_change,-0.006551353586401326,0.01997708211084387,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.08150262795438554
fourh,lts_cbc_wbc_was_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_cpk_delta,-38.39252336448598,-49.263247863247855,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.0720478669906978
fourh,lts_cpk_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_cpk_first_value,481.7700934579439,497.72478632478635,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.05414201323880123
fourh,lts_cpk_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_cpk_last_value,443.37757009345796,448.46153846153845,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.018255507095051266
fourh,lts_cpk_max_minute,104.29906542056075,106.66666666666667,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.023810846402612634
fourh,lts_cpk_max_value,515.3546728971962,535.3042735042735,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.06455980969556259
fourh,lts_cpk_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
fourh,lts_cpk_pct_change,0.05305091426104535,-0.06539842348498003,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.1896647397660971
fourh,lts_cpk_was_drawn,0.8199233716475096,0.841726618705036,0.0,0.0,0.0,0.057586170830792295
fourh,lts_crp_delta,-0.26546728971962613,-0.2955555555555556,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.009590817755946859
fourh,lts_crp_first_minute,62.80373831775701,68.71794871794872,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07023199118535076
fourh,lts_crp_first_value,4.040794392523365,3.75957264957265,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.09099246400019818
fourh,lts_crp_last_minute,176.07476635514018,182.56410256410257,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.07383877401518346
fourh,lts_crp_last_value,3.7753271028037383,3.4640170940170942,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.10162928108360453
fourh,lts_crp_max_minute,114.39252336448598,124.1025641025641,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.10094606986125552
fourh,lts_crp_max_value,5.096355140186915,4.89957264957265,0.18007662835249041,0.15827338129496402,-0.021803247057526398,-0.057084377641923104
fourh,lts_crp_n_draws,1.8691588785046729,1.8717948717948718,0.18007662835249041,0.15827338129496402,-0.021803247057526398,0.0033040000468114537
