column,phase1_n,phase2_n,phase1_mean,phase2_mean,delta_mean,phase1_median,phase2_median,cohen_d,table
lts_serum_osm_pct_change,214,117,-0.007506655936247572,-0.000474716721588689,0.007031939214658883,0.0,0.0,0.3012643283237854,fourh
diff_supp_o2,261,139,-0.11494252873563218,-0.23741007194244604,-0.12246754320681386,0.0,0.0,-0.2969019649815481,fourh
direction_supp_o2,261,139,-0.11494252873563218,-0.23741007194244604,-0.12246754320681386,0.0,0.0,-0.2969019649815481,fourh
lts_serum_osm_delta,214,117,-2.2677570093457957,-0.25299145299145076,2.014765556354345,0.0,0.0,0.2939122830433831,fourh
peak_cpk_1000plus,261,139,0.09578544061302682,0.02158273381294964,-0.07420270680007718,0.0,0.0,-0.29291769101300796,fourh
n_vitals_worsening,261,139,1.681992337164751,1.39568345323741,-0.2863088839273409,2.0,1.0,-0.292303537862867,fourh
triage_gcs,261,139,12.78544061302682,12.29496402877698,-0.49047658424984064,13.0,12.0,-0.2914867585635361,fourh
triage_supplemental_oxygen,261,139,0.23754789272030652,0.3669064748201439,0.12935858209983736,0.0,0.0,0.2893276503494815,fourh
narrative_notes_structured_ekg_abnormal,261,139,0.1417624521072797,0.2517985611510791,0.11003610904379943,0.0,0.0,0.28839028164781927,fourh
note_location_other,261,139,0.1839080459770115,0.2949640287769784,0.11105598279996692,0.0,0.0,0.2685203887056644,fourh
pe_slow_responses,261,139,0.10727969348659004,0.19424460431654678,0.08696491082995673,0.0,0.0,0.2537391722331024,fourh
pct_change_gcs,261,139,0.06989485610175265,0.09918540691921986,0.029290550817467204,0.0769230769230769,0.0769230769230769,0.24708278263108527,fourh
itv_fluid_count,261,139,0.578544061302682,0.697841726618705,0.11929766531602304,1.0,1.0,0.24685995992944051,fourh
ed_course_reassessment_4h.ivf_count_0_4h,261,139,0.578544061302682,0.697841726618705,0.11929766531602304,1.0,1.0,0.24685995992944051,fourh
cand_news_gcs,261,139,1.6896551724137931,1.920863309352518,0.23120813693872488,2.0,2.0,0.23121058692171015,fourh
itv_n_total,261,139,1.8007662835249043,2.064748201438849,0.26398191791394465,2.0,2.0,0.22788821361165904,fourh
triage_snapshot.systolic_bp,261,139,120.39885057471264,116.8776978417266,-3.521152732986039,119.7,117.0,-0.22649787002825575,fourh
triage_chief_palpitations,261,139,0.11494252873563218,0.050359712230215826,-0.06458281650541636,0.0,0.0,-0.22361177421772727,fourh
vts_diastolic_bp_recovery_halftime,261,139,39.264367816091955,30.633093525179856,-8.6312742909121,29.0,23.0,-0.21928132553480603,fourh
vts_systolic_bp_peak_minute,261,139,133.04980842911877,149.62589928057554,16.57609085145677,139.0,157.0,0.21913325844515846,fourh
pct_change_spo2,261,139,0.00594378556019888,0.009900442500704945,0.003956656940506065,0.0041797283176592,0.0084566596194504,0.21736282312206567,fourh
diff_spo2,261,139,0.5436781609195401,0.9165467625899287,0.3728686016703886,0.3999999999999915,0.8000000000000114,0.2168917831027285,fourh
cand_map,261,139,89.07803320561942,87.41582733812949,-1.6622058674899307,89.2,87.1,-0.2145146136024551,fourh
lts_serum_osm_last_value,214,117,289.1584112149533,290.68547008547006,1.5270588705167825,288.85,289.7,0.21446242508052454,fourh
narrative_notes_structured_ct_abd_pelvis_abnormal,261,139,0.011494252873563218,0.04316546762589928,0.031671214752336065,0.0,0.0,0.21413312031163834,fourh
vts_oxygen_saturation_slope,261,139,0.0016211874984846065,0.0028677599348925515,0.001246572436407945,0.0014068396249199,0.0026712919410472,0.20800959518901102,fourh
lts_poct_glucose_delta,214,117,-5.953271028037383,-2.196581196581196,3.756689831456187,0.0,0.0,0.20741958542328132,fourh
itv_time_to_first_fluid,261,139,68.7816091954023,84.59712230215827,15.815513106755972,48.0,69.0,0.20704026549490814,fourh
abs_diff_gcs,261,139,1.1762452107279693,1.3741007194244603,0.19785550869649104,1.0,1.0,0.20676497420463352,fourh
cand_shock_index,261,139,0.8711401944650446,0.9228546759468523,0.051714481481807684,0.8177121771217712,0.8875838926174496,0.2061340031755809,fourh
vts_systolic_bp_accel_sign,261,139,0.10344827586206896,-0.09352517985611511,-0.1969734557181841,1.0,-1.0,-0.19747246373609703,fourh
mdm_word_count_4h,261,139,43.172413793103445,44.02158273381295,0.8491689407095038,42.0,43.0,0.19743880812912162,fourh
kraken_severity_anchor,261,139,0.13409961685823754,0.07194244604316546,-0.06215717081507208,0.0,0.0,-0.1970860979853517,fourh
xmod_hr_crit_to_benzo_min,34,19,75.02941176470588,93.47368421052632,18.44427244582043,61.5,89.0,0.19197764718075885,fourh
lts_cpk_pct_change,214,117,0.05305091426104536,-0.06539842348498003,-0.11844933774602538,0.0,0.0,-0.1896647397660971,fourh
abs_diff_spo2,261,139,1.377394636015326,1.5942446043165481,0.21684996830122216,1.0999999999999943,1.4000000000000057,0.1893987688884736,fourh
vts_gcs_last,261,139,13.578544061302683,13.323741007194245,-0.2548030541084376,14.0,14.0,-0.18635404747334017,fourh
ed_course_reassessment_4h.gcs_4h,261,139,13.578544061302683,13.323741007194245,-0.2548030541084376,14.0,14.0,-0.18635404747334017,fourh
lts_serum_osm_max_minute,214,117,103.73831775700934,121.02564102564102,17.28732326863168,120.0,120.0,0.18474072576299183,fourh
diff_gcs,261,139,0.7931034482758621,1.0287769784172662,0.23567353014140413,1.0,1.0,0.1807383240300337,fourh
ed_course_reassessment_4h.delta_gcs,261,139,0.7931034482758621,1.0287769784172662,0.23567353014140413,1.0,1.0,0.1807383240300337,fourh
vts_gcs_min,261,139,12.367816091954023,12.122302158273381,-0.24551393368064112,13.0,12.0,-0.1763269157849635,fourh
vts_gcs_nadir_value,261,139,12.367816091954023,12.122302158273381,-0.24551393368064112,13.0,12.0,-0.1763269157849635,fourh
vts_gcs_n_critical,261,139,1.7624521072796935,2.223021582733813,0.4605694754541194,0.0,1.0,0.17549056874100835,fourh
vts_gcs_peak_value,261,139,14.375478927203066,14.201438848920864,-0.1740400782822018,15.0,15.0,-0.17457542067290044,fourh
vts_gcs_max,261,139,14.375478927203066,14.201438848920864,-0.1740400782822018,15.0,15.0,-0.17457542067290044,fourh
vts_oxygen_saturation_n_critical,261,139,0.1417624521072797,0.050359712230215826,-0.09140273987706388,0.0,0.0,-0.1735448563456852,fourh
ed_course_reassessment_4h.positive_pressure_0_4h,261,139,0.09578544061302682,0.1510791366906475,0.05529369607762066,0.0,0.0,0.1734805434831048,fourh
direction_hr,261,139,-0.47126436781609193,-0.6187050359712231,-0.14744066815513113,-1.0,-1.0,-0.17337797596921198,fourh
peak_hr_150plus,261,139,0.05747126436781609,0.02158273381294964,-0.035888530554866446,0.0,0.0,-0.17327661970771477,fourh
direction_spo2,261,139,0.2260536398467433,0.38848920863309355,0.16243556878635027,1.0,1.0,0.17158550644515946,fourh
lts_poct_glucose_pct_change,214,117,-0.03721191320145991,-0.011558514888548093,0.025653398312911815,0.0,0.0,0.17148368421334076,fourh
vts_gcs_slope_first60,261,139,-0.00116197333947501,-0.005434069376339697,-0.004272096036864687,0.0,0.0,-0.17007542801175274,fourh
lts_bmp_sodium_delta,214,117,-0.12570093457943954,0.36239316239316344,0.488094096972603,0.0,0.0,0.16781614096811087,fourh
lts_troponin_pct_change,214,117,663551.2821677034,94017.11480582002,-569534.1673618833,0.0,0.0,-0.1677196169742314,fourh
cand_mod_shock_index,261,139,1.168024357787227,1.2197124782242605,0.051688120437033636,1.1083686849209409,1.1774580335731415,0.16757757364342918,fourh
peak_troponin_015plus,261,139,0.09578544061302682,0.050359712230215826,-0.045425728382811,0.0,0.0,-0.16755576439354045,fourh
lts_bmp_sodium_max_minute,214,117,112.71028037383178,129.23076923076923,16.520488856937448,120.0,120.0,0.16740061532775682,fourh
vts_diastolic_bp_slope_first60,261,139,-0.02141192365987459,0.01320978410045416,0.034621707760328746,0.0,0.0,0.16667399110957534,fourh
lts_bmp_sodium_pct_change,214,117,-0.0006792053028778246,0.0028125136638839894,0.0034917189667618143,0.0,0.0,0.16661415423925666,fourh
vts_gcs_last30_mean,261,139,13.559386973180077,13.338729016786571,-0.22065795639350583,14.0,13.666666666666666,-0.1662096281107495,fourh
pct_change_hr,261,139,-0.07989656178802378,-0.10506786971343966,-0.025171307925415887,-0.0814360770577933,-0.1002570694087403,-0.16467340516680792,fourh
vts_gcs_mean,261,139,13.458941494861037,13.26376042023524,-0.19518107462579692,13.875,13.571428571428571,-0.16303112502736114,fourh
lts_bmp_sodium_first_value,214,117,139.17242990654205,138.73846153846154,-0.43396836808051376,139.3,139.0,-0.16280743897501476,fourh
abs_diff_dbp,261,139,8.235249042145595,9.320863309352518,1.085614267206923,6.799999999999997,7.400000000000006,0.1620471042258801,fourh
itv_benzo_count,261,139,0.5095785440613027,0.5899280575539568,0.08034951349265418,1.0,1.0,0.16122491650916518,fourh
ed_course_reassessment_4h.benzodiazepine_count_0_4h,261,139,0.5095785440613027,0.5899280575539568,0.08034951349265418,1.0,1.0,0.16122491650916518,fourh
stab_max_consecutive_critical_min,261,139,64.6015325670498,77.61870503597122,13.017172468921416,23.0,43.0,0.1603938179057803,fourh
cand_pulse_pressure,261,139,46.98122605363985,44.19280575539568,-2.7884202982441693,47.6,43.10000000000001,-0.15871937863637098,fourh
pe_intermittent_disorientation,261,139,0.08812260536398467,0.1366906474820144,0.04856804211802973,0.0,0.0,0.15848763555898357,fourh
vts_respiratory_rate_recovery_halftime,261,139,36.839080459770116,30.884892086330936,-5.95418837343918,26.0,21.0,-0.157459095834561,fourh
vts_diastolic_bp_peak_minute,261,139,124.65517241379311,137.0071942446043,12.352021830811196,128.0,143.0,0.1569853271113614,fourh
vts_respiratory_rate_peak_minute,261,139,95.84291187739464,108.53956834532374,12.696656467929103,76.0,100.0,0.1564386127185554,fourh
lts_cbc_wbc_max_minute,214,117,104.29906542056075,118.97435897435898,14.675293553798227,120.0,120.0,0.15633330768890502,fourh
lts_vbg_ph_max_minute,214,117,130.65420560747663,145.64102564102564,14.986820033549009,120.0,120.0,0.1552264596264262,fourh
pe_dry_mucosa,261,139,0.4061302681992337,0.33093525179856115,-0.07519501640067255,0.0,0.0,-0.1549522341419862,fourh
pe_fatigued_appearance,261,139,0.3065134099616858,0.23741007194244604,-0.06910333801923976,0.0,0.0,-0.15351593738141903,fourh
cand_news_hr,261,139,1.0881226053639848,1.2517985611510791,0.16367595578709437,1.0,1.0,0.1533912290387915,fourh
vts_systolic_bp_nadir_minute,261,139,106.93486590038314,119.29496402877697,12.36009812839383,95.0,107.0,0.15241236746873021,fourh
cand_news_total,261,139,5.7011494252873565,6.366906474820144,0.6657570495327878,4.0,6.0,0.15095913871924066,fourh
vts_temperature_c_cv,261,139,0.005305798652188377,0.005541774844066358,0.0002359761918779811,0.0052098651284146,0.0053865606837917,0.1508595553456792,fourh
ed_course_reassessment_4h.systolic_bp_4h,261,139,125.56666666666668,123.93165467625899,-1.6350119904076905,124.7,124.8,-0.1492194083765216,fourh
vts_systolic_bp_last,261,139,125.56666666666668,123.93165467625899,-1.6350119904076905,124.7,124.8,-0.1492194083765216,fourh
vts_temperature_c_recovery_halftime,261,139,31.946360153256705,37.79136690647482,5.845006753218115,19.0,21.0,0.14780397359481126,fourh
lts_crp_pct_change,214,117,2.0554633393236,0.8074810545666575,-1.2479822847569424,0.0,0.0,-0.14760805368486155,fourh
narrative_notes_structured_ct_head_abnormal,261,139,0.034482758620689655,0.06474820143884892,0.030265442818159266,0.0,0.0,0.1459831192576376,fourh
triage_hr_above_120,261,139,0.21839080459770116,0.2805755395683453,0.06218473497064414,0.0,0.0,0.14558923509351157,fourh
vts_end_tidal_co2_recovery_halftime,261,139,36.69731800766284,30.913669064748202,-5.783648942914635,24.0,23.0,-0.1450974811796192,fourh
ed_course_reassessment_4h.lactate_4h,133,75,2.7475187969924817,2.5856,-0.1619187969924818,2.52,2.42,-0.143496856995193,fourh
pe_tachypneic_effort,261,139,0.08045977011494253,0.1223021582733813,0.04184238815843877,0.0,0.0,0.14267467318952298,fourh
diff_hr,261,139,-9.814942528735632,-12.173381294964027,-2.358438766228396,-8.0,-11.299999999999995,-0.14126943408171713,fourh
ed_course_reassessment_4h.delta_hr,261,139,-9.814942528735632,-12.173381294964027,-2.358438766228396,-8.0,-11.3,-0.14126943408171713,fourh
itv_intubation_after_benzo,261,139,0.038314176245210725,0.014388489208633094,-0.02392568703657763,0.0,0.0,-0.1402168439547041,fourh
vts_n_records,261,139,7.471264367816092,7.316546762589928,-0.15471760522616407,8.0,7.0,-0.1392815087625977,fourh
vts_systolic_bp_recovery_halftime,261,139,30.39463601532567,25.62589928057554,-4.7687367347501315,18.0,15.0,-0.13738413537639005,fourh
abs_diff_sbp,261,139,15.070498084291186,16.641007194244605,1.5705091099534183,11.999999999999986,14.099999999999994,0.13569837412458557,fourh
cand_news_sbp,261,139,0.3793103448275862,0.48201438848920863,0.10270404366162245,0.0,0.0,0.13564871697088482,fourh
cand_k_extreme,261,139,0.13793103448275862,0.09352517985611511,-0.04440585462664351,0.0,0.0,-0.1353833499249344,fourh
vts_systolic_bp_max,261,139,137.6375478927203,138.63597122302158,0.9984233303012786,137.6,138.5,0.13496334456679257,fourh
vts_systolic_bp_peak_value,261,139,137.6375478927203,138.63597122302158,0.9984233303012786,137.6,138.5,0.13496334456679257,fourh
cand_news_high_risk,261,139,0.4942528735632184,0.5611510791366906,0.0668982055734722,0.0,1.0,0.1338155130692445,fourh
cand_onset_x_hr,200,109,1.3294721308835777,1.1577252845527628,-0.17174684633081494,0.837099927961305,0.7823529411764706,-0.13114225937417262,fourh
cand_onset_x_news,200,109,0.09058956293604384,0.0752152461527522,-0.015374316783291639,0.041804997378997,0.0518134715025906,-0.1304770083603119,fourh
triage_mh_substance_use,261,139,0.24904214559386972,0.19424460431654678,-0.05479754127732295,0.0,0.0,-0.13013669164327438,fourh
itv_time_to_first_benzo,261,139,58.47892720306513,68.12949640287769,9.650569199812558,13.0,43.0,0.1297306339234095,fourh
vts_heart_rate_n_critical,261,139,0.5057471264367817,0.35251798561151076,-0.1532291408252709,0.0,0.0,-0.1292972923446203,fourh
vts_temperature_c_slope_first60,261,139,0.000271251198161703,0.0011056740978252575,0.0008344228996635545,0.0,0.0,0.1291351723991595,fourh
lts_serum_osm_max_value,214,117,292.94813084112155,293.98119658119657,1.033065740075017,292.25,294.0,0.12884382476831885,fourh
ed_course_reassessment_4h.troponin_4h,133,75,0.062300751879699245,0.056106666666666666,-0.00619408521303258,0.046,0.048,-0.1285201202914727,fourh
pe_reduced_tracking,261,139,0.1532567049808429,0.2014388489208633,0.048182143940020405,0.0,0.0,0.1281875248851475,fourh
pe_distractible,261,139,0.0842911877394636,0.1223021582733813,0.03801097053391769,0.0,0.0,0.1280573614859893,fourh
cand_acidosis,261,139,0.3831417624521073,0.4460431654676259,0.06290140301551861,0.0,0.0,0.12805478441956933,fourh
triage_ph_above_735,261,139,0.6168582375478927,0.5539568345323741,-0.06290140301551861,1.0,1.0,-0.12805478441956933,fourh
pct_change_rr,261,139,-0.21230012349579036,-0.18532923520002365,0.026970888295766715,-0.2285714285714285,-0.2122448979591836,0.12729604970202865,fourh
lts_esr_pct_change,214,117,0.11952571048249097,0.0057869255484950255,-0.11373878493399595,0.0,0.0,-0.1264493020077608,fourh
vts_heart_rate_recovery_halftime,261,139,33.582375478927204,28.942446043165468,-4.639929435761736,23.0,18.0,-0.12435676357994892,fourh
lts_bmp_potassium_pct_change,214,117,-0.014890608013464956,-0.004265413571913071,0.010625194441551886,0.0,0.0,0.12409859418340194,fourh
triage_mh_pulm,261,139,0.20689655172413793,0.15827338129496402,-0.04862317042917391,0.0,0.0,-0.12384919832475556,fourh
lts_troponin_delta,214,117,-0.010266355140186909,-0.013589743589743589,-0.00332338844955668,0.0,0.0,-0.1230922781458193,fourh
triage_ag_above_20,261,139,0.034482758620689655,0.014388489208633094,-0.02009426941205656,0.0,0.0,-0.12277707031016427,fourh
vts_diastolic_bp_slope_60_240,261,139,-0.0013246404456308423,0.00671797112213249,0.008042611567763333,0.0001384376324336,0.0104240313758597,0.12253382918374937,fourh
note_location_main_stage,261,139,0.24521072796934865,0.19424460431654678,-0.05096612365280187,0.0,0.0,-0.12147367093275925,fourh
pe_tachycardic,261,139,0.26053639846743293,0.20863309352517986,-0.051903304942253065,0.0,0.0,-0.12099924095185914,fourh
direction_rr,261,139,-0.7203065134099617,-0.6330935251798561,0.08721298823010559,-1.0,-1.0,0.12096891728243983,fourh
vts_respiratory_rate_slope,261,139,-0.00727951120345873,-0.005538696440820542,0.001740814762638188,-0.0073041498935654,-0.0059177746985465,0.12084811042533927,fourh
triage_glucose_above_140,261,139,0.15708812260536398,0.11510791366906475,-0.041980208936299224,0.0,0.0,-0.11998941062328788,fourh
vts_oxygen_saturation_nadir_minute,261,139,107.81226053639847,98.20143884892086,-9.61082168747761,95.0,81.0,-0.11586747152298991,fourh
vts_end_tidal_co2_nadir_minute,261,139,134.5823754789272,143.42446043165467,8.842084952727475,146.0,148.0,0.11548913703444877,fourh
triage_heart_rate,261,139,102.79578544061303,105.45611510791367,2.660329667300644,98.7,101.3,0.11352029830968892,fourh
lts_bmp_potassium_delta,214,117,-0.07981308411214952,-0.039316239316239315,0.0404968447959102,0.0,0.0,0.11272473722407833,fourh
lts_poct_glucose_last_value,214,117,104.8607476635514,107.05299145299146,2.19224378944007,103.1,105.3,0.11252998014482414,fourh
vts_oxygen_saturation_slope_first60,261,139,-0.002004825256020283,0.0018484675501494667,0.00385329280616975,0.0,0.0,0.10941125381449958,fourh
vts_gcs_cv,261,139,0.05475739849941934,0.05694475554282849,0.002187357043409152,0.0520015808720881,0.0523782800878924,0.10892565648589964,fourh
cand_hr_temp_product,261,139,3873.83714559387,3976.421035971223,102.58389037735287,3667.665,3807.089,0.10872205951130648,fourh
note_word_count,261,139,13.28352490421456,13.568345323741006,0.2848204195264472,13.0,14.0,0.10837168323596262,fourh
itv_last_minute,261,139,128.90804597701148,136.5251798561151,7.617133879103619,144.0,159.0,0.10709056739098853,fourh
