table,column,n_missing,pct_missing
fourh,lts_poct_glucose_first_value,22,0.15827338129496402
fourh,lts_poct_glucose_last_minute,22,0.15827338129496402
fourh,lts_poct_glucose_last_value,22,0.15827338129496402
fourh,lts_poct_glucose_max_minute,22,0.15827338129496402
fourh,lts_poct_glucose_max_value,22,0.15827338129496402
fourh,lts_poct_glucose_n_draws,22,0.15827338129496402
fourh,lts_poct_glucose_pct_change,22,0.15827338129496402
fourh,lts_serum_osm_delta,22,0.15827338129496402
fourh,lts_serum_osm_first_minute,22,0.15827338129496402
fourh,lts_serum_osm_first_value,22,0.15827338129496402
fourh,lts_serum_osm_last_minute,22,0.15827338129496402
fourh,lts_serum_osm_last_value,22,0.15827338129496402
fourh,lts_serum_osm_max_minute,22,0.15827338129496402
fourh,lts_serum_osm_max_value,22,0.15827338129496402
fourh,lts_serum_osm_n_draws,22,0.15827338129496402
fourh,lts_serum_osm_pct_change,22,0.15827338129496402
fourh,lts_troponin_delta,22,0.15827338129496402
fourh,lts_troponin_first_minute,22,0.15827338129496402
fourh,lts_troponin_first_value,22,0.15827338129496402
fourh,lts_troponin_last_minute,22,0.15827338129496402
fourh,lts_troponin_last_value,22,0.15827338129496402
fourh,lts_troponin_max_minute,22,0.15827338129496402
fourh,lts_troponin_max_value,22,0.15827338129496402
fourh,lts_troponin_n_draws,22,0.15827338129496402
fourh,lts_troponin_pct_change,22,0.15827338129496402
fourh,lts_vbg_ph_delta,22,0.15827338129496402
fourh,lts_vbg_ph_first_minute,22,0.15827338129496402
fourh,lts_vbg_ph_first_value,22,0.15827338129496402
fourh,lts_vbg_ph_last_minute,22,0.15827338129496402
fourh,lts_vbg_ph_last_value,22,0.15827338129496402
fourh,lts_vbg_ph_max_minute,22,0.15827338129496402
fourh,lts_vbg_ph_max_value,22,0.15827338129496402
fourh,lts_vbg_ph_n_draws,22,0.15827338129496402
fourh,lts_vbg_ph_pct_change,22,0.15827338129496402
fourh,abs_diff_dbp,0,0.0
fourh,abs_diff_gcs,0,0.0
fourh,abs_diff_hr,0,0.0
fourh,abs_diff_rr,0,0.0
fourh,abs_diff_sbp,0,0.0
fourh,abs_diff_spo2,0,0.0
fourh,abs_diff_supp_o2,0,0.0
fourh,abs_diff_temp,0,0.0
fourh,additional_labs_drawn_4h,0,0.0
fourh,all_peak_labs_normal,0,0.0
fourh,any_vital_crit_at_4h_new,0,0.0
fourh,arc_steady_state_last60,0,0.0
fourh,arc_time_to_gcs_recovery_min,0,0.0
fourh,arc_time_to_min_gcs_min,0,0.0
fourh,arc_trajectory_class,0,0.0
fourh,arrival_day_of_festival,0,0.0
fourh,arrival_dow,0,0.0
fourh,cand_acidosis,0,0.0
fourh,cand_alkalosis,0,0.0
fourh,cand_cns_depression_score,0,0.0
fourh,cand_glucose_extreme,0,0.0
fourh,cand_high_anion_gap,0,0.0
fourh,cand_hr_temp_product,0,0.0
fourh,cand_is_fast_onset,0,0.0
fourh,cand_is_slow_onset,0,0.0
fourh,cand_k_extreme,0,0.0
fourh,cand_map,0,0.0
fourh,cand_mod_shock_index,0,0.0
fourh,cand_na_extreme,0,0.0
fourh,cand_news_gcs,0,0.0
fourh,cand_news_high_risk,0,0.0
fourh,cand_news_hr,0,0.0
fourh,cand_news_rr,0,0.0
fourh,cand_news_sbp,0,0.0
fourh,cand_news_spo2,0,0.0
fourh,cand_news_temp,0,0.0
fourh,cand_news_total,0,0.0
fourh,cand_pmh_count,0,0.0
fourh,cand_poc_abn_count,0,0.0
fourh,cand_pulse_pressure,0,0.0
fourh,cand_rate_pressure_product,0,0.0
fourh,cand_shock_index,0,0.0
fourh,cand_shock_index_age,0,0.0
fourh,cand_sympathetic_score,0,0.0
fourh,diff_dbp,0,0.0
fourh,diff_gcs,0,0.0
fourh,diff_hr,0,0.0
fourh,diff_rr,0,0.0
fourh,diff_sbp,0,0.0
fourh,diff_spo2,0,0.0
fourh,diff_supp_o2,0,0.0
fourh,diff_temp,0,0.0
fourh,direction_dbp,0,0.0
fourh,direction_gcs,0,0.0
fourh,direction_hr,0,0.0
fourh,direction_rr,0,0.0
fourh,direction_sbp,0,0.0
fourh,direction_spo2,0,0.0
fourh,direction_supp_o2,0,0.0
fourh,direction_temp,0,0.0
fourh,ed_course_reassessment_4h.benzodiazepine_count_0_4h,0,0.0
fourh,ed_course_reassessment_4h.cvc_0_4h,0,0.0
fourh,ed_course_reassessment_4h.delta_gcs,0,0.0
fourh,ed_course_reassessment_4h.delta_hr,0,0.0
fourh,ed_course_reassessment_4h.delta_temp,0,0.0
fourh,ed_course_reassessment_4h.diastolic_bp_4h,0,0.0
fourh,ed_course_reassessment_4h.end_tidal_co2_4h,0,0.0
fourh,ed_course_reassessment_4h.gcs_4h,0,0.0
fourh,ed_course_reassessment_4h.heart_rate_4h,0,0.0
fourh,ed_course_reassessment_4h.intubated_0_4h,0,0.0
fourh,ed_course_reassessment_4h.ivf_count_0_4h,0,0.0
fourh,ed_course_reassessment_4h.oxygen_saturation_4h,0,0.0
fourh,ed_course_reassessment_4h.positive_pressure_0_4h,0,0.0
fourh,ed_course_reassessment_4h.respiratory_rate_4h,0,0.0
fourh,ed_course_reassessment_4h.reversal_count_0_4h,0,0.0
fourh,ed_course_reassessment_4h.supplemental_oxygen_4h,0,0.0
fourh,ed_course_reassessment_4h.systolic_bp_4h,0,0.0
fourh,ed_course_reassessment_4h.temperature_c_4h,0,0.0
fourh,encounter_arrival_date,0,0.0
fourh,encounter_id,0,0.0
fourh,festival_note_keyword_hit,0,0.0
fourh,hpi_has_severe_4h,0,0.0
fourh,hpi_word_count_4h,0,0.0
fourh,is_festival_patient,0,0.0
fourh,itv_antipyretic_count,0,0.0
fourh,itv_any,0,0.0
fourh,itv_benzo_count,0,0.0
fourh,itv_density_first_hour,0,0.0
fourh,itv_escalation_max_rung,0,0.0
fourh,itv_first_minute,0,0.0
fourh,itv_fluid_count,0,0.0
fourh,itv_intubation_after_benzo,0,0.0
fourh,itv_intubation_count,0,0.0
fourh,itv_last_minute,0,0.0
fourh,itv_n_total,0,0.0
fourh,itv_reversal_count,0,0.0
fourh,itv_time_to_first_antipyretic,0,0.0
fourh,itv_time_to_first_benzo,0,0.0
fourh,itv_time_to_first_fluid,0,0.0
fourh,itv_time_to_first_intubation,0,0.0
fourh,itv_time_to_first_reversal,0,0.0
fourh,kraken_severity_anchor,0,0.0
fourh,lts_any_drawn,0,0.0
fourh,lts_bmp_bicarb_was_drawn,0,0.0
fourh,lts_bmp_potassium_was_drawn,0,0.0
fourh,lts_bmp_sodium_was_drawn,0,0.0
fourh,lts_cbc_wbc_was_drawn,0,0.0
fourh,lts_cpk_was_drawn,0,0.0
fourh,lts_crp_was_drawn,0,0.0
fourh,lts_esr_was_drawn,0,0.0
fourh,lts_lactate_was_drawn,0,0.0
fourh,lts_lft_ast_was_drawn,0,0.0
fourh,lts_n_records,0,0.0
fourh,lts_poct_glucose_was_drawn,0,0.0
fourh,lts_serum_osm_was_drawn,0,0.0
fourh,lts_troponin_was_drawn,0,0.0
fourh,lts_vbg_ph_was_drawn,0,0.0
fourh,mdm_severity_tier_4h,0,0.0
fourh,mdm_word_count_4h,0,0.0
fourh,n_vitals_crit_at_4h_new,0,0.0
fourh,n_vitals_worsening,0,0.0
fourh,narrative_notes_structured_ct_abd_pelvis_abnormal,0,0.0
fourh,narrative_notes_structured_ct_chest_abnormal,0,0.0
fourh,narrative_notes_structured_ct_head_abnormal,0,0.0
fourh,narrative_notes_structured_cxr_abnormal,0,0.0
fourh,narrative_notes_structured_ekg_abnormal,0,0.0
fourh,note_arousal_density,0,0.0
fourh,note_char_len,0,0.0
fourh,note_has_onset_phrase,0,0.0
fourh,note_is_festival_template,0,0.0
fourh,note_location_campground,0,0.0
fourh,note_location_main_stage,0,0.0
fourh,note_location_medical_tent,0,0.0
fourh,note_location_none,0,0.0
fourh,note_location_other,0,0.0
fourh,note_location_shopping_area,0,0.0
fourh,note_onset_bucket_fast,0,0.0
fourh,note_onset_bucket_medium,0,0.0
fourh,note_onset_bucket_slow,0,0.0
fourh,note_onset_bucket_unknown,0,0.0
fourh,note_perceptual_density,0,0.0
fourh,note_word_count,0,0.0
fourh,pct_change_dbp,0,0.0
fourh,pct_change_gcs,0,0.0
fourh,pct_change_hr,0,0.0
fourh,pct_change_rr,0,0.0
fourh,pct_change_sbp,0,0.0
fourh,pct_change_spo2,0,0.0
fourh,pct_change_supp_o2,0,0.0
fourh,pct_change_temp,0,0.0
fourh,pe_agitated,0,0.0
fourh,pe_ataxia,0,0.0
fourh,pe_diaphoretic,0,0.0
fourh,pe_distractible,0,0.0
fourh,pe_dry_mucosa,0,0.0
fourh,pe_fatigued_appearance,0,0.0
fourh,pe_intermittent_disorientation,0,0.0
fourh,pe_kraken_combo,0,0.0
fourh,pe_mild_tremor,0,0.0
fourh,pe_reduced_tracking,0,0.0
fourh,pe_restless,0,0.0
fourh,pe_slow_responses,0,0.0
fourh,pe_tachycardic,0,0.0
fourh,pe_tachypneic_effort,0,0.0
fourh,pe_triton_combo,0,0.0
fourh,pe_unsteady_gait,0,0.0
fourh,peak_cpk_1000plus,0,0.0
fourh,peak_hr_150plus,0,0.0
fourh,peak_lactate_5plus,0,0.0
fourh,peak_troponin_015plus,0,0.0
fourh,stab_hr_oscillations,0,0.0
fourh,stab_max_consecutive_critical_min,0,0.0
fourh,stab_total_critical_breaches,0,0.0
fourh,supp_o2_escalated,0,0.0
fourh,supp_o2_weaned,0,0.0
fourh,triage_ag_above_20,0,0.0
fourh,triage_ag_below_12,0,0.0
fourh,triage_age,0,0.0
fourh,triage_brief_note,0,0.0
fourh,triage_chief_agitation,0,0.0
fourh,triage_chief_palpitations,0,0.0
fourh,triage_esi,0,0.0
fourh,triage_gcs,0,0.0
fourh,triage_glucose_above_140,0,0.0
fourh,triage_heart_rate,0,0.0
fourh,triage_hr_above_120,0,0.0
fourh,triage_lab_anion_gap,0,0.0
fourh,triage_lab_glucose,0,0.0
fourh,triage_lab_hemoglobin,0,0.0
fourh,triage_lab_ph,0,0.0
fourh,triage_lab_potassium,0,0.0
fourh,triage_lab_sodium,0,0.0
fourh,triage_mh_cardiac,0,0.0
fourh,triage_mh_psych,0,0.0
fourh,triage_mh_pulm,0,0.0
fourh,triage_mh_renal,0,0.0
fourh,triage_mh_substance_use,0,0.0
fourh,triage_mode_of_arrival,0,0.0
fourh,triage_pain_scale,0,0.0
fourh,triage_ph_above_735,0,0.0
fourh,triage_race_ethnicity,0,0.0
fourh,triage_respiratory_rate,0,0.0
fourh,triage_sex_gender,0,0.0
fourh,triage_snapshot.diastolic_bp,0,0.0
fourh,triage_snapshot.oxygen_saturation,0,0.0
fourh,triage_snapshot.systolic_bp,0,0.0
fourh,triage_supplemental_oxygen,0,0.0
fourh,triage_sympathomimetic_combo,0,0.0
fourh,triage_temp_above_38,0,0.0
fourh,triage_temperature_c,0,0.0
fourh,vts_diastolic_bp_accel_sign,0,0.0
fourh,vts_diastolic_bp_cv,0,0.0
fourh,vts_diastolic_bp_last,0,0.0
fourh,vts_diastolic_bp_last30_mean,0,0.0
fourh,vts_diastolic_bp_max,0,0.0
fourh,vts_diastolic_bp_mean,0,0.0
fourh,vts_diastolic_bp_min,0,0.0
fourh,vts_diastolic_bp_nadir_minute,0,0.0
fourh,vts_diastolic_bp_nadir_value,0,0.0
fourh,vts_diastolic_bp_peak_minute,0,0.0
fourh,vts_diastolic_bp_peak_value,0,0.0
fourh,vts_diastolic_bp_range,0,0.0
fourh,vts_diastolic_bp_recovery_halftime,0,0.0
fourh,vts_diastolic_bp_slope,0,0.0
fourh,vts_diastolic_bp_slope_60_240,0,0.0
fourh,vts_diastolic_bp_slope_first60,0,0.0
fourh,vts_end_tidal_co2_accel_sign,0,0.0
fourh,vts_end_tidal_co2_cv,0,0.0
fourh,vts_end_tidal_co2_last,0,0.0
fourh,vts_end_tidal_co2_last30_mean,0,0.0
fourh,vts_end_tidal_co2_max,0,0.0
fourh,vts_end_tidal_co2_mean,0,0.0
fourh,vts_end_tidal_co2_min,0,0.0
fourh,vts_end_tidal_co2_n_critical,0,0.0
fourh,vts_end_tidal_co2_nadir_minute,0,0.0
fourh,vts_end_tidal_co2_nadir_value,0,0.0
fourh,vts_end_tidal_co2_peak_minute,0,0.0
fourh,vts_end_tidal_co2_peak_value,0,0.0
fourh,vts_end_tidal_co2_range,0,0.0
fourh,vts_end_tidal_co2_recovery_halftime,0,0.0
fourh,vts_end_tidal_co2_slope,0,0.0
fourh,vts_end_tidal_co2_slope_60_240,0,0.0
fourh,vts_end_tidal_co2_slope_first60,0,0.0
fourh,vts_end_tidal_co2_time_to_first_critical,0,0.0
fourh,vts_gcs_accel_sign,0,0.0
fourh,vts_gcs_cv,0,0.0
fourh,vts_gcs_last,0,0.0
fourh,vts_gcs_last30_mean,0,0.0
fourh,vts_gcs_max,0,0.0
fourh,vts_gcs_mean,0,0.0
fourh,vts_gcs_min,0,0.0
fourh,vts_gcs_n_critical,0,0.0
fourh,vts_gcs_nadir_minute,0,0.0
fourh,vts_gcs_nadir_value,0,0.0
fourh,vts_gcs_peak_minute,0,0.0
fourh,vts_gcs_peak_value,0,0.0
fourh,vts_gcs_range,0,0.0
fourh,vts_gcs_recovery_halftime,0,0.0
fourh,vts_gcs_slope,0,0.0
fourh,vts_gcs_slope_60_240,0,0.0
fourh,vts_gcs_slope_first60,0,0.0
fourh,vts_gcs_time_to_first_critical,0,0.0
fourh,vts_heart_rate_accel_sign,0,0.0
fourh,vts_heart_rate_cv,0,0.0
fourh,vts_heart_rate_last,0,0.0
fourh,vts_heart_rate_last30_mean,0,0.0
fourh,vts_heart_rate_max,0,0.0
fourh,vts_heart_rate_mean,0,0.0
fourh,vts_heart_rate_min,0,0.0
fourh,vts_heart_rate_n_critical,0,0.0
fourh,vts_heart_rate_nadir_minute,0,0.0
fourh,vts_heart_rate_nadir_value,0,0.0
fourh,vts_heart_rate_peak_minute,0,0.0
fourh,vts_heart_rate_peak_value,0,0.0
fourh,vts_heart_rate_range,0,0.0
fourh,vts_heart_rate_recovery_halftime,0,0.0
fourh,vts_heart_rate_slope,0,0.0
fourh,vts_heart_rate_slope_60_240,0,0.0
fourh,vts_heart_rate_slope_first60,0,0.0
fourh,vts_heart_rate_time_to_first_critical,0,0.0
fourh,vts_n_records,0,0.0
fourh,vts_oxygen_saturation_accel_sign,0,0.0
fourh,vts_oxygen_saturation_cv,0,0.0
fourh,vts_oxygen_saturation_last,0,0.0
fourh,vts_oxygen_saturation_last30_mean,0,0.0
fourh,vts_oxygen_saturation_max,0,0.0
fourh,vts_oxygen_saturation_mean,0,0.0
fourh,vts_oxygen_saturation_min,0,0.0
fourh,vts_oxygen_saturation_n_critical,0,0.0
fourh,vts_oxygen_saturation_nadir_minute,0,0.0
fourh,vts_oxygen_saturation_nadir_value,0,0.0
fourh,vts_oxygen_saturation_peak_minute,0,0.0
fourh,vts_oxygen_saturation_peak_value,0,0.0
fourh,vts_oxygen_saturation_range,0,0.0
fourh,vts_oxygen_saturation_recovery_halftime,0,0.0
fourh,vts_oxygen_saturation_slope,0,0.0
fourh,vts_oxygen_saturation_slope_60_240,0,0.0
fourh,vts_oxygen_saturation_slope_first60,0,0.0
fourh,vts_oxygen_saturation_time_to_first_critical,0,0.0
fourh,vts_respiratory_rate_accel_sign,0,0.0
fourh,vts_respiratory_rate_cv,0,0.0
fourh,vts_respiratory_rate_last,0,0.0
fourh,vts_respiratory_rate_last30_mean,0,0.0
fourh,vts_respiratory_rate_max,0,0.0
fourh,vts_respiratory_rate_mean,0,0.0
fourh,vts_respiratory_rate_min,0,0.0
fourh,vts_respiratory_rate_n_critical,0,0.0
fourh,vts_respiratory_rate_nadir_minute,0,0.0
fourh,vts_respiratory_rate_nadir_value,0,0.0
fourh,vts_respiratory_rate_peak_minute,0,0.0
fourh,vts_respiratory_rate_peak_value,0,0.0
fourh,vts_respiratory_rate_range,0,0.0
fourh,vts_respiratory_rate_recovery_halftime,0,0.0
fourh,vts_respiratory_rate_slope,0,0.0
fourh,vts_respiratory_rate_slope_60_240,0,0.0
fourh,vts_respiratory_rate_slope_first60,0,0.0
fourh,vts_respiratory_rate_time_to_first_critical,0,0.0
fourh,vts_systolic_bp_accel_sign,0,0.0
fourh,vts_systolic_bp_cv,0,0.0
fourh,vts_systolic_bp_last,0,0.0
fourh,vts_systolic_bp_last30_mean,0,0.0
fourh,vts_systolic_bp_max,0,0.0
fourh,vts_systolic_bp_mean,0,0.0
fourh,vts_systolic_bp_min,0,0.0
fourh,vts_systolic_bp_nadir_minute,0,0.0
fourh,vts_systolic_bp_nadir_value,0,0.0
fourh,vts_systolic_bp_peak_minute,0,0.0
fourh,vts_systolic_bp_peak_value,0,0.0
fourh,vts_systolic_bp_range,0,0.0
fourh,vts_systolic_bp_recovery_halftime,0,0.0
fourh,vts_systolic_bp_slope,0,0.0
fourh,vts_systolic_bp_slope_60_240,0,0.0
fourh,vts_systolic_bp_slope_first60,0,0.0
fourh,vts_temperature_c_accel_sign,0,0.0
fourh,vts_temperature_c_cv,0,0.0
fourh,vts_temperature_c_last,0,0.0
fourh,vts_temperature_c_last30_mean,0,0.0
fourh,vts_temperature_c_max,0,0.0
fourh,vts_temperature_c_mean,0,0.0
fourh,vts_temperature_c_min,0,0.0
fourh,vts_temperature_c_nadir_minute,0,0.0
fourh,vts_temperature_c_nadir_value,0,0.0
fourh,vts_temperature_c_peak_minute,0,0.0
fourh,vts_temperature_c_peak_value,0,0.0
fourh,vts_temperature_c_range,0,0.0
fourh,vts_temperature_c_recovery_halftime,0,0.0
fourh,vts_temperature_c_slope,0,0.0
fourh,vts_temperature_c_slope_60_240,0,0.0
fourh,vts_temperature_c_slope_first60,0,0.0
